country,year,Region,inc,yrs.sch,overall,primary,secondary,higher,Prim..10,Sec..11,Higher..12,primary.soc,secondary.soc,higher.soc,male,female,private,public,source
Netherlands,1989,Advanced Economies,High,10.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hartog, Odink, Smits (1999)"
Netherlands,1994,Advanced Economies,High,10.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hartog, Odink, Smits (1999)"
Netherlands,1995,Advanced Economies,High,10.6,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Netherlands,1996,Advanced Economies,High,10.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,5.099,NA,NA,"Harmon, Oosterbeek and Walker (2003); Martins and Pereira (2004)"
Netherlands,2006,Advanced Economies,High,10.8,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canton (2009)
Netherlands,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,7.45,NA,NA,6.8,NA,NA,NA,NA,OECD (2013)
Netherlands,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,5.45,9.05,NA,10.8,NA,NA,NA,NA,NA,OECD (2015)
New Zealand,1991,Advanced Economies,High,NA,NA,NA,NA,NA,NA,13.8,11.9,NA,12.4,9.5,NA,NA,NA,NA,Maani (1996)
New Zealand,1995,Advanced Economies,High,12,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trostel, Walker and Woolley (2002)"
New Zealand,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,8.65,6.8,NA,5.05,5.65,NA,NA,NA,NA,OECD (2013)
New Zealand,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,8.3,7.6,NA,7.65,5.7,NA,NA,NA,NA,OECD (2015)
Nicaragua,1978,Latin America and Caribbean,Middle,3.4,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behrman, Wolfe and Blau (1985)"
Nicaragua,1980,Latin America and Caribbean,Middle,3.8,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Nicaragua,1985,Latin America and Caribbean,Middle,4.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Funkhouser (1996)
Nicaragua,1987,Latin America and Caribbean,Middle,6.5,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Nicaragua,1993,Latin America and Caribbean,Middle,4.8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Funkhouser (1996)
Nicaragua,1995,Latin America and Caribbean,Middle,5,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Nicaragua,1996,Latin America and Caribbean,Middle,5.1,13.8,NA,NA,NA,NA,NA,NA,13.6,10.4,14.7,NA,NA,NA,NA,Belli and Ayadi (1998)
Nicaragua,1998,Latin America and Caribbean,Middle,5.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laguna (2003)
Nicaragua,2001,Latin America and Caribbean,Middle,5.4,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,12.2,NA,NA,Laguna and Porta (2004)
Nicaragua,1997,Latin America and Caribbean,Middle,5.888666667,7.1,4.1,6.1,7.5,NA,NA,NA,NA,NA,NA,7.2,6.7,NA,NA,"Peet, Fink and Fawzi (2015)"
Nicaragua,2001,Latin America and Caribbean,Middle,NA,NA,6.3,9.3,18.6,NA,NA,NA,5.2,9.5,11.4,NA,NA,NA,NA,Belli and Ayadi (1998)
Niger,2011,Sub-Saharan Africa,Low,2.415,11.1,5.5,11.4,14.7,NA,NA,NA,NA,NA,NA,9.4,14.9,NA,NA,"Peet, Fink and Fawzi (2015)"
Nigeria,1966,Sub-Saharan Africa,Middle,NA,NA,NA,NA,NA,30,14,34,23,12.8,17,NA,NA,NA,NA,Psacharopoulos (1994)
Nigeria,1985,Sub-Saharan Africa,Middle,2.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oyelere (2010)
Nigeria,1992,Sub-Saharan Africa,Middle,3.8,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oyelere (2010)
Nigeria,1996,Sub-Saharan Africa,Middle,3.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oyelere (2010)
Nigeria,1997,Sub-Saharan Africa,Middle,4.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oyelere (2010)
Nigeria,1998,Sub-Saharan Africa,Middle,4.1,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oyelere (2010)
Nigeria,1999,Sub-Saharan Africa,Middle,4.1,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,5.3,NA,NA,Aromolaran (2006)
Nigeria,2000,Sub-Saharan Africa,Middle,4.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oyelere (2011)
Nigeria,2005,Sub-Saharan Africa,Middle,5.1,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oyelere (2011)
Nigeria,2011,Sub-Saharan Africa,Middle,6.2965,5.7,4.8,5,5.8,NA,NA,NA,NA,NA,NA,5.1,6.5,NA,NA,"Peet, Fink and Fawzi (2015)"
Nigeria,2010,Sub-Saharan Africa,Middle,NA,NA,6,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barouni and Broecke (2014)
Northern Ireland,1995,Advanced Economies,High,10.6,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trostel, Walker and Woolley (2002)"
Norway,1966,Advanced Economies,High,NA,NA,NA,NA,NA,NA,7.4,7.7,NA,7.2,7.5,NA,NA,NA,NA,Psacharopoulos (1994)
Norway,1980,Advanced Economies,High,9,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,4.9,NA,NA,Barth and Roed (1999)
Norway,1983,Advanced Economies,High,9.6,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,5.5,NA,NA,Barth and Roed (1999)
Norway,1987,Advanced Economies,High,9.9,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,6.2,NA,NA,Barth and Roed (1999)
Norway,1989,Advanced Economies,High,10.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,3.9,NA,NA,Barth and Roed (1999)
Norway,1991,Advanced Economies,High,10.4,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,5.3,NA,NA,Barth and Roed (1999)
Norway,1995,Advanced Economies,High,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,5,NA,NA,"Harmon, Oosterbeek and Walker (2003); Martins and Pereira (2004)"
Norway,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,6.533333333,7.2,NA,6.4,4.95,NA,NA,NA,NA,OECD (2013)
Norway,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,8.65,NA,7.1,4.45,NA,NA,NA,NA,OECD (2015)
Pakistan,1975,South Asia,Middle,NA,NA,NA,NA,NA,20,11,27,NA,NA,NA,NA,NA,7.6,7.4,Psacharopoulos (1985)
Pakistan,1979,South Asia,Middle,NA,NA,NA,NA,NA,4,5.6,6.3,NA,NA,NA,NA,NA,NA,NA,Khan and Irfan (1985)
Pakistan,1979,South Asia,Middle,8.6,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Pakistan,1980,South Asia,Middle,2.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Pakistan,1985,South Asia,Middle,2.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Pakistan,1991,South Asia,Middle,2.9,15.4,NA,NA,NA,8.4,13.7,31.2,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos and Patrinos (2004)
Pakistan,2000,South Asia,Middle,3.9,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.703303056,8.545,NA,NA,World Bank (2011)
Pakistan,2005,South Asia,Middle,4.9,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Farooq (2011)
Pakistan,2006,South Asia,Middle,5,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.251578452,9.809,NA,NA,World Bank (2011)
Pakistan,2008,South Asia,Middle,5.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.995132718,9.11,NA,NA,World Bank (2011)
Pakistan,2009,South Asia,Middle,5.6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.845471808,8.918,NA,NA,World Bank (2011)
Pakistan,1991,South Asia,Middle,4.745,9.8,3.2,4.4,6.4,NA,NA,NA,NA,NA,NA,8.7,11.3,NA,NA,"Peet, Fink and Fawzi (2015)"
Pakistan,1995,South Asia,Middle,3.4,7.2,2.7,4.6,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nasir and Nazli (2000)
Pakistan,2001,South Asia,Middle,4,6.2,3,10.48,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamal, Toor and Khan (2003)"
West Bank and Gaza,1982,Middle East and North Africa,Middle,7.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angrist (1995)
West Bank and Gaza,1983,Middle East and North Africa,Middle,8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angrist (1995)
West Bank and Gaza,1984,Middle East and North Africa,Middle,8.1,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angrist (1995)
West Bank and Gaza,1985,Middle East and North Africa,Middle,8.2,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angrist (1995)
West Bank and Gaza,1986,Middle East and North Africa,Middle,8.4,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angrist (1995)
West Bank and Gaza,1987,Middle East and North Africa,Middle,8.4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angrist (1995)
West Bank and Gaza,1988,Middle East and North Africa,Middle,8.4,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angrist (1995)
West Bank and Gaza,1989,Middle East and North Africa,Middle,8.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angrist (1995)
West Bank and Gaza,1990,Middle East and North Africa,Middle,8.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angrist (1995)
West Bank and Gaza,1991,Middle East and North Africa,Middle,8.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daoud (2005)
West Bank and Gaza,1999,Middle East and North Africa,Middle,8.4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.6,NA,NA,Daoud (2005)
West Bank and Gaza,2001,Middle East and North Africa,Middle,8.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0,NA,NA,Daoud (2005)
West Bank and Gaza,2004,Middle East and North Africa,Middle,11.7,5.4,2.9,1,10.2,NA,NA,NA,NA,NA,NA,5,11.1,NA,NA,Tansel and Daoud (2014)
West Bank and Gaza,2008,Middle East and North Africa,Middle,11.6,4.1,1.9,1.2,8,NA,NA,NA,NA,NA,NA,3.6,10.5,NA,NA,Tansel and Daoud (2014)
West Bank and Gaza,2011,Middle East and North Africa,Middle,11.19,5.1,4.1,6.5,7,NA,NA,NA,NA,NA,NA,4.4,7.3,NA,NA,Rizk (2016)
Panama,1980,Latin America and Caribbean,Middle,6.7,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Panama,1983,Latin America and Caribbean,Middle,6.9,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrinos (1995)
Panama,1985,Latin America and Caribbean,Middle,7.3,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Panama,1989,Latin America and Caribbean,Middle,7.6,13.7,NA,NA,NA,5.7,21,21,NA,NA,NA,12.6,17.1,12.2,11,Psacharopoulos (1994)
Panama,1990,Latin America and Caribbean,Middle,9.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Panama,2009,Latin America and Caribbean,Middle,10.8,10.9,3.6,7.3,12.3,NA,NA,NA,NA,NA,NA,10.7,13.5,NA,NA,"Freire, Nunez and Teijeiro (2015)"
Panama,2001,Latin America and Caribbean,Middle,8.7,12.8,3.8,8.5,14.4,NA,NA,NA,NA,NA,NA,12.3,15.8,NA,NA,"Freire, Nunez and Teijeiro (2015)"
Panama,2003,Latin America and Caribbean,Middle,8.596333333,10.7,11.4,9.1,11,NA,NA,NA,NA,NA,NA,9.8,12.5,NA,NA,"Peet, Fink and Fawzi (2015)"
Panama,2004,Latin America and Caribbean,Middle,8.8,12.6,3.4,9.3,15.1,NA,NA,NA,NA,NA,NA,12.4,15,NA,NA,"Freire, Nunez and Teijeiro (2015)"
Papua New Guinea,1979,East Asia and Pacific,Middle,NA,NA,NA,NA,NA,29.4,17.6,11.4,19.9,13.9,1,NA,NA,NA,NA,McGavin (1991)
Papua New Guinea,1985,East Asia and Pacific,Middle,2.6,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,12.8,NA,NA,Gibson and Fatai (2006)
Papua New Guinea,1987,East Asia and Pacific,Middle,NA,NA,NA,NA,NA,37.2,41.6,23,12.8,19.4,8.4,NA,NA,NA,NA,Psacharopoulos (1994)
Papua New Guinea,1987,East Asia and Pacific,Middle,2.6,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gibson and Fatai (2006)
Paraguay,1990,Latin America and Caribbean,Middle,6.1,11.6,NA,NA,NA,23.7,14.6,13.7,20.3,12.7,10.8,10.3,12.1,11.9,8.3,"Psacharopoulos (1994); Patrinos, Velez and Psacharopoulos (1994)"
Peru,1972,Latin America and Caribbean,Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,16.3,NA,NA,NA,NA,Psacharopoulos (1985)
Peru,1985,Latin America and Caribbean,Middle,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,9.3,NA,NA,NA,NA,Bellew and Moock (1990)
Peru,1985,Latin America and Caribbean,Middle,6.6,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,12.4,NA,NA,Psacharopoulos (1994)
Peru,1990,Latin America and Caribbean,Middle,10.1,8.1,NA,NA,NA,13.2,6.6,40,NA,NA,NA,8.5,6.5,9,9,Psacharopoulos (1994)
Peru,1991,Latin America and Caribbean,Middle,7.2,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrinos (1995)
Peru,2001,Latin America and Caribbean,Middle,7.3,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trivelli (2006)
Peru,1991,Latin America and Caribbean,Middle,6.915333333,6.9,8.1,7,7.2,NA,NA,NA,NA,NA,NA,7.2,6.3,NA,NA,"Peet, Fink and Fawzi (2015)"
Philippines,1971,East Asia and Pacific,Middle,NA,NA,NA,NA,NA,9,6.5,9.5,7,6.5,8.5,NA,NA,NA,NA,Psacharopoulos (1985)
Philippines,1980,East Asia and Pacific,Middle,6.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Philippines,1982,East Asia and Pacific,Middle,6.4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrinos (1995)
Philippines,1985,East Asia and Pacific,Middle,NA,NA,NA,NA,NA,18.2,13.8,14,11.9,12.9,13.3,NA,NA,NA,NA,Tan and Paqueo (1989)
Philippines,1985,East Asia and Pacific,Middle,6.6,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maluccio (1998)
Philippines,1988,East Asia and Pacific,Middle,9,8,NA,NA,NA,18.3,10.5,11.6,13.3,8.9,10.5,12.4,12.4,8.6,6.4,Psacharopoulos (1994)
Philippines,1994,East Asia and Pacific,Middle,7.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maluccio (1998)
Philippines,1995,East Asia and Pacific,Middle,7.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Philippines,1998,East Asia and Pacific,Middle,7.8,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schady (2003)
Philippines,1999,East Asia and Pacific,Middle,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sakellariou (2006)
Philippines,2000,East Asia and Pacific,Middle,8.3,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Poland,1985,Advanced Economies,High,8.5,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Poland,1986,Advanced Economies,High,11.1,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos and Patrinos (2004)
Poland,1987,Advanced Economies,High,8.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rutkowski (1997)
Poland,1991,Advanced Economies,High,9.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Poland,1992,Advanced Economies,High,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Poland,1992,Advanced Economies,High,9.3,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Poland,1993,Advanced Economies,High,9.6,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Poland,1993,Advanced Economies,High,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Poland,1994,Advanced Economies,High,9.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Poland,1994,Advanced Economies,High,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Poland,1995,Advanced Economies,High,9.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Poland,1995,Advanced Economies,High,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Poland,1996,Advanced Economies,High,9.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,6.7,NA,NA,Rutkowski (2001)
Poland,1996,Advanced Economies,High,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Poland,1997,Advanced Economies,High,10,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Poland,1998,Advanced Economies,High,10,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Poland,1999,Advanced Economies,High,10,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Poland,2001,Advanced Economies,High,10.2,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Poland,2002,Advanced Economies,High,10.3,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Poland,2008,Advanced Economies,High,NA,NA,NA,NA,NA,NA,10.4,21.65,NA,3.8,12.95,NA,NA,NA,NA,OECD (2013)
Poland,2010,Advanced Economies,High,NA,NA,NA,NA,NA,NA,10.15,26.6,NA,6.85,13.85,NA,NA,NA,NA,OECD (2015)
Portugal,1977,Advanced Economies,High,3.8,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,8.4,8,4.9,Psacharopoulos (1994)
Portugal,1982,Advanced Economies,High,4.7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martins and Pereira (2004)
Portugal,1985,Advanced Economies,High,9.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,10.4,8.1,7.2,Psacharopoulos (1994)
Portugal,1986,Advanced Economies,High,5.5,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vieira (1999)
Portugal,1991,Advanced Economies,High,6,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Griffin and Cox Edwards (1993)
Portugal,1992,Advanced Economies,High,6.1,8.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vieira (1999)
Portugal,1994,Advanced Economies,High,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,9.699,NA,NA,"Harmon, Oosterbeek and Walker (2003)"
Portugal,1995,Advanced Economies,High,6.7,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martins and Pereira (2004)
Portugal,2000,Advanced Economies,High,7.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GarcÌ_a-Mainar and Montuenga-GÌ_mez (2003)
Portugal,2001,Advanced Economies,High,8.26,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbak (2012)
Portugal,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,12.15,15.55,NA,4.35,11.75,NA,NA,NA,NA,OECD (2013)
Portugal,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,13.6,19.6,NA,5.7,11.25,NA,NA,NA,NA,OECD (2015)
Portugal,1994,Advanced Economies,High,NA,NA,NA,5.05,12.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GarcÌ_a-Mainar and Montuenga-GÌ_mez (2003)
Puerto Rico,1959,Advanced Economies,High,NA,NA,NA,NA,NA,68.2,52.1,29,24,34.1,15.5,NA,NA,NA,NA,Psacharopoulos (1994)
Puerto Rico,1989,Advanced Economies,High,12.2,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Griffin and Cox Edwards (1993)
Romania,1950,Europe and Central Asia,Middle,4.4,9.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1955,Europe and Central Asia,Middle,4.7,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1960,Europe and Central Asia,Middle,5.2,8.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1965,Europe and Central Asia,Middle,5.6,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1970,Europe and Central Asia,Middle,6.7,9.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1975,Europe and Central Asia,Middle,7.7,9.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1980,Europe and Central Asia,Middle,8.2,10.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1985,Europe and Central Asia,Middle,8.8,10.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1990,Europe and Central Asia,Middle,9.3,11.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1994,Europe and Central Asia,Middle,9.6,11.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1995,Europe and Central Asia,Middle,9.7,11.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1996,Europe and Central Asia,Middle,9.7,11.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1997,Europe and Central Asia,Middle,9.8,11.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1998,Europe and Central Asia,Middle,9.8,11.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,1999,Europe and Central Asia,Middle,9.9,12.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,2000,Europe and Central Asia,Middle,10,12.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andren, Earle and Sapatoru (2005)"
Romania,2003,Europe and Central Asia,Middle,10.3,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ion Zgreaban (2013)
Romania,2009,Europe and Central Asia,Middle,10.7,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,13,NA,NA,Ion Zgreaban (2013)
Russia,1985,Europe and Central Asia,High,8.6,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gorodnichenko and Klara (2005)
Russia,1990,Europe and Central Asia,High,9.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gorodnichenko and Klara (2005)
Russia,1991,Europe and Central Asia,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,Brainerd (1998)
Russia,1991,Europe and Central Asia,High,9.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,5.4,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Russia,1991,Europe and Central Asia,High,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Russia,1992,Europe and Central Asia,High,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Russia,1992,Europe and Central Asia,High,9.6,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5.4,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
Russia,1992,Europe and Central Asia,High,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flabbi, Paternostro and Tiongson (2007)"
